#AC.SeqVer.	EntryVer.	Ver.Date	Taxid	Description
CP009225.1	1	20150421	1509	Clostridium sporogenes strain NCIMB 10696
HG530135.1	2	20150307	1231072	Clostridium tetani 12124569 main chromosome
AE015927.1	8	20150122	212717	Clostridium tetani E88
CP009962.1	1	20141127	279058	Collimonas arenae strain Cal35
CP002745.1	6	20140515	1005048	Collimonas fungivorans Ter331
CP000083.1	8	20140515	167879	Colwellia psychrerythraea 34H
AP014568.1	1	20140518	1458425	Comamonadaceae bacterium A1
AP014569.1	1	20140518	1458426	Comamonadaceae bacterium B1
CP001220.2	6	20140515	688245	Comamonas testosteroni CNB-2
CP006704.1	3	20141002	1392005	Comamonas testosteroni TK102
CP001854.1	5	20131216	469383	Conexibacter woesei DSM 14684
FP929038.1	2	20150227	717962	Coprococcus catus GD/7 draft
FP929039.1	2	20150227	751585	Coprococcus sp. ART55/1 draft
CP001145.1	4	20140522	309798	Coprothermobacter proteolyticus DSM 5265
CP001998.1	6	20150109	583355	Coraliomargarita akajimensis DSM 45221
CP003389.1	6	20150118	1144275	Corallococcus coralloides DSM 2259
CP009302.1	1	20150107	1531429	Coriobacteriaceae bacterium 68-1-3
CP002628.1	4	20131111	700015	Coriobacterium glomerans PW2
CP006365.1	6	20150109	1348662	Corynebacterium argentoratense DSM 44202
CP008944.1	1	20140725	191610	Corynebacterium atypicum strain R2070
CP001601.1	8	20140515	548476	Corynebacterium aurimucosum ATCC 700975
CP004354.1	5	20150118	1121353	Corynebacterium callunae DSM 20147
CP011311.1	1	20150426	161896	Corynebacterium camporealensis strain DSM 44610
CP004350.1	4	20141008	1285583	Corynebacterium casei LMG S-19264
CP003206.1	6	20140515	698962	Corynebacterium diphtheriae 31A
CP003207.1	6	20140515	698966	Corynebacterium diphtheriae 241
CP003209.1	6	20140515	698973	Corynebacterium diphtheriae BH8
CP003210.1	5	20140515	698963	Corynebacterium diphtheriae C7 (beta)
CP003211.1	5	20140515	698965	Corynebacterium diphtheriae CDCE 8392
CP003212.1	5	20140515	698967	Corynebacterium diphtheriae HC01
CP003213.1	6	20140515	698968	Corynebacterium diphtheriae HC02
CP003214.1	5	20140515	698969	Corynebacterium diphtheriae HC03
CP003215.1	5	20140515	698970	Corynebacterium diphtheriae HC04
CP003208.1	7	20140515	698972	Corynebacterium diphtheriae INCA 402
BX248353.1	6	20150206	257309	Corynebacterium diphtheriae NCTC 13129
CP003216.1	5	20140515	698964	Corynebacterium diphtheriae PW8
CP003217.1	5	20140515	698971	Corynebacterium diphtheriae VA01
CP006764.1	1	20141018	558173	Corynebacterium doosanense CAU 212 = DSM 45436
BA000035.2	7	20120822	196164	Corynebacterium efficiens YS-314
CP007156.1	6	20150109	1451189	Corynebacterium falsenii DSM 44353 strain BL 8171
CT009589.1	2	20150314	1718	Corynebacterium glutamicum
CP007724.1	1	20140904	1718	Corynebacterium glutamicum strain AR1
CP007722.1	1	20140904	1718	Corynebacterium glutamicum strain ATCC 21831
CP010451.1	1	20150122	1718	Corynebacterium glutamicum strain B253
BA000036.3	6	20090429	196627	Corynebacterium glutamicum ATCC 13032
BX927147.1	5	20150227	196627	Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5
HE802067.1	5	20150227	1204414	Corynebacterium glutamicum K051
CP005959.1	4	20140516	1310161	Corynebacterium glutamicum MB001
AP009044.1	3	20150116	340322	Corynebacterium glutamicum R
CP004047.1	4	20140515	1232381	Corynebacterium glutamicum SCgG1
CP004048.1	4	20140515	1232383	Corynebacterium glutamicum SCgG2
CP006842.1	7	20150409	1404245	Corynebacterium glyciniphilum AJ 3170
CP003697.1	5	20140701	1121362	Corynebacterium halotolerans YIM 70093 = DSM 44683
CP005286.1	1	20150118	1223515	Corynebacterium humireducens NBRC 106098 = DSM 45392
CP009211.1	1	20140815	156978	Corynebacterium imitans strain DSM 44264
CR931997.1	5	20150307	306537	Corynebacterium jeikeium K411
CP001620.1	6	20150109	645127	Corynebacterium kroppenstedtii DSM 44385
CP011312.1	1	20150426	35755	Corynebacterium kutscheri strain DSM 20755
CP007790.1	1	20150211	1224162	Corynebacterium marinum DSM 44953
CP003924.1	5	20150109	1224163	Corynebacterium maris DSM 45190
CP008922.1	2	20140918	1719	Corynebacterium pseudotuberculosis strain 48252
CP008923.1	2	20140918	1719	Corynebacterium pseudotuberculosis strain CS_10
CP008924.1	2	20140918	1719	Corynebacterium pseudotuberculosis strain Ft_2193/67
CP010889.1	1	20150417	1719	Corynebacterium pseudotuberculosis strain 226
CP009927.1	1	20150107	1719	Corynebacterium pseudotuberculosis strain VD57
CP003082.1	4	20140515	1087454	Corynebacterium pseudotuberculosis 1/06-A
CP003152.1	5	20140515	1087452	Corynebacterium pseudotuberculosis 3/99-5
CP003421.1	7	20140515	1087451	Corynebacterium pseudotuberculosis 31
CP003062.1	4	20140515	1087453	Corynebacterium pseudotuberculosis 42/02-A
CP003540.2	5	20150131	1168865	Corynebacterium pseudotuberculosis 258
CP003407.1	6	20140515	1089446	Corynebacterium pseudotuberculosis 267
CP003077.1	4	20140515	1074485	Corynebacterium pseudotuberculosis 316
CP001809.2	7	20140515	679896	Corynebacterium pseudotuberculosis 1002
CP001829.1	7	20140515	681645	Corynebacterium pseudotuberculosis C231
CP003061.1	5	20140515	935697	Corynebacterium pseudotuberculosis CIP 52.97
CP003652.1	6	20140515	1161911	Corynebacterium pseudotuberculosis Cp162
CP002097.1	7	20140515	765874	Corynebacterium pseudotuberculosis FRC41
CP002251.1	7	20140515	889513	Corynebacterium pseudotuberculosis I19
CP003385.1	4	20140515	1117942	Corynebacterium pseudotuberculosis P54B96
CP002924.1	3	20140202	935298	Corynebacterium pseudotuberculosis PAT10
CP002857.1	7	20150118	662755	Corynebacterium resistens DSM 45100
CP010827.1	2	20150409	161899	Corynebacterium singulare strain IBS B52218
CP008913.1	1	20140918	1487956	Corynebacterium sp. ATCC 6931
CP003696.1	5	20150109	1200352	Corynebacterium terpenotabidum Y-11
CP009583.1	1	20141023	65058	Corynebacterium ulcerans strain 210931
CP009500.1	1	20141021	65058	Corynebacterium ulcerans strain 210932
CP009716.1	1	20141029	65058	Corynebacterium ulcerans strain 05146
CP011095.1	1	20150405	65058	Corynebacterium ulcerans strain 131002
AP012284.1	2	20120703	996634	Corynebacterium ulcerans 0102
CP002790.1	5	20140515	945711	Corynebacterium ulcerans 809
CP002791.1	5	20140515	945712	Corynebacterium ulcerans BR-AD22
CP009622.1	2	20150326	1006579	Corynebacterium ulcerans FRC11
AM942444.1	4	20150227	504474	Corynebacterium urealyticum DSM 7109
CP004085.1	6	20150219	1267754	Corynebacterium urealyticum DSM 7111
CP009215.1	1	20140904	401472	Corynebacterium ureicelerivorans strain IMMIB RIV-2301
CP002917.1	6	20150109	858619	Corynebacterium variabile DSM 44702
CP004353.1	5	20141008	1224164	Corynebacterium vitaeruminis DSM 20294
KC763631.1	1	20131216	679536	Cotton leaf curl Gezira alphasatellite isolate SD:WM:tom1:11
KC763634.1	1	20131216	679536	Cotton leaf curl Gezira alphasatellite isolate SD:WM:tom4:11
HE978347.1	1	20150105	1048668	Cotton leaf curl Multan alphasatellite clone AS25
HE978348.1	1	20150105	1048668	Cotton leaf curl Multan alphasatellite clone AS53
HF564603.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS6
HE978340.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS15
HE978344.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS19
HE978341.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS20
HF564604.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS22
HF564596.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS36
HE978342.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS38
HF564597.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS43
HF564598.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS47
HF564599.1	1	20150105	306025	Cotton leaf curl Multan betasatellite clone AS49
HF565180.1	1	20130225	306025	Cotton leaf curl Multan betasatellite defective genome, clone MB1
HE978339.1	1	20150105	306025	Cotton leaf curl Multan betasatellite, complete sequence, clone AS7
HE978343.1	1	20150105	306025	Cotton leaf curl Multan betasatelliteclone AS41
HG825990.3	4	20150413	1294266	Coxiella burnetii Cb175_Guyana
CP001019.1	7	20140515	434923	Coxiella burnetii CbuG_Q212
CP001020.1	6	20140515	434924	Coxiella burnetii CbuK_Q154
CP000733.1	8	20140515	434922	Coxiella burnetii Dugway 5J108-111
CP000890.1	4	20140515	360115	Coxiella burnetii RSA 331
AE016828.2	10	20140515	227377	Coxiella burnetii RSA 493
LK937696.1	2	20150227	1293501	Coxiella burnetii Z3055
CP007541.1	1	20150107	325775	Coxiella endosymbiont of Amblyomma americanum
CP003620.1	2	20130723	1173022	Crinalium epipsammum PCC 9333
CP002046.1	6	20140515	216432	Croceibacter atlanticus HTCC2559
CP011047.1	1	20150502	28141	Cronobacter sakazakii strain ATCC 29544
CP000783.1	9	20140515	290339	Cronobacter sakazakii ATCC BAA-894
CP006731.1	4	20140501	1401659	Cronobacter sakazakii CMCC 45402
CP003312.1	6	20140515	1138308	Cronobacter sakazakii ES15
CP004091.1	6	20140515	956149	Cronobacter sakazakii SP291
CP001682.1	5	20140515	469378	Cryptobacterium curtum DSM 15641
CP000352.1	8	20140515	266264	Cupriavidus metallidurans CH34
CP000353.2	7	20140515	266264	Cupriavidus metallidurans CH34 megaplasmid
CP002877.1	6	20140515	1042878	Cupriavidus necator N-1 chromosome 1
CP002878.1	6	20140515	1042878	Cupriavidus necator N-1 chromosome 2
AM260479.1	4	20150307	381666	Ralstonia eutropha H16 chromosome 1
AM260480.1	5	20150307	381666	Ralstonia eutropha H16 chromosome 2
CP000090.1	8	20140515	264198	Ralstonia eutropha JMP134 chromosome 1
CP000091.1	7	20140515	264198	Ralstonia eutropha JMP134 chromosome 2
CU633749.1	6	20150227	164546	Cupriavidus taiwanensis str. LMG19424 chromosome 1
CU633750.1	6	20150227	164546	Cupriavidus taiwanensis str. LMG19424 chromosome 2
CP003947.1	2	20130723	755178	Cyanobacterium aponinum PCC 10605
AP012549.1	2	20141001	1228987	Cyanobacterium endosymbiont of Epithemia turgida isolate ETSB Lake Yunoko
CP003940.1	2	20130718	292563	Cyanobacterium stanieri PCC 7202
CP003495.1	2	20130723	292564	Cyanobium gracile PCC 6307
CP000806.1	8	20140515	43989	Cyanothece sp. ATCC 51142 circular chromosome
CP000807.1	7	20140515	43989	Cyanothece sp. ATCC 51142 linear chromosome
CP001291.1	4	20140501	65393	Cyanothece sp. PCC 7424
CP001344.1	4	20140515	395961	Cyanothece sp. PCC 7425
CP002198.1	4	20140516	497965	Cyanothece sp. PCC 7822
CP001287.1	5	20140501	41431	Cyanothece sp. PCC 8801
CP001701.1	4	20140515	395962	Cyanothece sp. PCC 8802
CP002955.1	3	20150109	880070	Cyclobacterium marinum DSM 745
CP003230.1	7	20140515	385025	Cycloclasticus sp. P1
CP005996.1	4	20140516	1198232	Cycloclasticus zancles 7-ME
CP003642.1	2	20130723	56107	Cylindrospermum stagnale PCC 7417
CP000383.1	11	20140515	269798	Cytophaga hutchinsonii ATCC 33406
CP003944.1	2	20130723	13035	Dactylococcopsis salina PCC 8305
CP000089.1	10	20140515	159087	Dechloromonas aromatica RCB
AP011529.1	3	20131013	639282	Deferribacter desulfuricans SSM1
CP007033.1	5	20140516	871738	Dehalobacter restrictus DSM 9455
CP003870.1	6	20131216	1131462	Dehalobacter sp. CF
CP003869.1	8	20140516	1147129	Dehalobacter sp. DCA
CP000027.1	7	20140515	243164	Dehalococcoides mccartyi 195
CP000688.1	6	20140515	216389	Dehalococcoides mccartyi BAV1
CP004080.1	5	20140515	1193806	Dehalococcoides mccartyi BTF08
AJ965256.1	5	20150227	255470	Dehalococcoides mccartyi CBDB1
CP006949.1	2	20140822	1432059	Dehalococcoides mccartyi CG1
CP006950.1	3	20140822	1432060	Dehalococcoides mccartyi CG4
CP006951.1	4	20150412	1432061	Dehalococcoides mccartyi CG5
CP004079.1	5	20140515	1193807	Dehalococcoides mccartyi DCMB5
CP001924.1	5	20140515	633145	Dehalococcoides mccartyi GT
CP006730.1	3	20140501	1388758	Dehalococcoides mccartyi GY50
CP001827.1	4	20140515	311424	Dehalococcoides mccartyi VS
AP014722.1	1	20150218	1522671	Dehalococcoides sp. UCH007
CP002084.1	6	20140515	552811	Dehalogenimonas lykanthroporepellens BL-DC-9
CP001114.1	6	20140510	546414	Deinococcus deserti VCD115
CP000359.1	9	20140515	319795	Deinococcus geothermalis DSM 11300
CP002191.1	5	20140515	745776	Deinococcus gobiensis I-0
CP002454.1	6	20150118	709986	Deinococcus maricopensis DSM 21211
CP003382.1	3	20150109	937777	Deinococcus peraridilitoris DSM 19664
CP002536.1	7	20140516	693977	Deinococcus proteolyticus MRP
AE000513.1	6	20140515	243230	Deinococcus radiodurans R1 chromosome 1
AE001825.1	6	20140515	243230	Deinococcus radiodurans R1 chromosome 2
CP010028.1	1	20141210	1182571	Deinococcus swuensis strain DY59
CP000884.1	3	20131212	398578	Delftia acidovorans SPH-1
CP002735.1	2	20111014	742013	Delftia sp. Cs1-4
CP001968.1	6	20150109	522772	Denitrovibrio acetiphilus DSM 12809
CP008889.1	1	20140715	1274	Dermacoccus nishinomiyaensis strain M25
CP002085.1	5	20140515	644282	Desulfarculus baarsii DSM 2075
CP001322.1	4	20131212	439235	Desulfatibacillum alkenivorans AK-01
CP003348.1	2	20130723	756499	Desulfitobacterium dehalogenans ATCC 51507
CP003344.1	2	20130718	871963	Desulfitobacterium dichloroeliminans LMG P-21439
CP001336.1	5	20140515	272564	Desulfitobacterium hafniense DCB-2
AP008230.1	4	20071225	138119	Desulfitobacterium hafniense Y51
CP007032.1	4	20140807	871968	Desulfitobacterium metallireducens DSM 15288
CP002629.1	5	20150109	880072	Desulfobacca acetoxidans DSM 11109
CP001087.1	7	20140515	177437	Desulfobacterium autotrophicum HRM2
FO203503.1	4	20150227	651182	Desulfobacula toluolica Tol2
CP002364.1	4	20150118	577650	Desulfobulbus propionicus DSM 2032
CP003985.1	5	20150109	1167006	Desulfocapsa sulfexigens DSM 10523
CP000859.1	3	20131212	96561	Desulfococcus oleovorans Hxd3
CP001734.1	7	20150109	485915	Desulfohalobium retbaense DSM 5692
CP001629.1	4	20140102	525897	Desulfomicrobium baculatum DSM 4028
CP003360.1	3	20150109	706587	Desulfomonile tiedjei DSM 6799
CP008803.1	2	20140711	159290	Desulfonatronum thiodismutans strain MLF-1
CP003639.1	4	20131111	646529	Desulfosporosinus acidiphilus SJ4
CP003629.1	4	20150118	768704	Desulfosporosinus meridiei DSM 13257
CP003108.1	4	20150109	768706	Desulfosporosinus orientis DSM 765
CR522870.1	6	20150227	177439	Desulfotalea psychrophila LSv54
CP001720.1	8	20150118	485916	Desulfotomaculum acetoxidans DSM 771
CP002736.1	2	20111014	868595	Desulfotomaculum carboxydivorans CO-1-SRB
CP003273.1	5	20150109	767817	Desulfotomaculum gibsoniae DSM 7213
CP002770.1	3	20150109	760568	Desulfotomaculum kuznetsovii DSM 6115
CP000612.1	6	20140515	349161	Desulfotomaculum reducens MI-1
CP002780.1	3	20130402	696281	Desulfotomaculum ruminis DSM 2154
CP002431.1	3	20140620	643562	Desulfovibrio aespoeensis Aspo-2
CP003221.1	3	20150108	690850	Desulfovibrio africanus str. Walvis Bay
CP000112.1	12	20140515	207559	Desulfovibrio alaskensis G20
CP003220.1	2	20130718	641491	Desulfovibrio desulfuricans ND132
CP001358.1	2	20131212	525146	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774
FO203522.1	3	20140925	1121451	Desulfovibrio hydrothermalis AM13 = DSM 14728 chromosome
AP010904.1	2	20091010	573370	Desulfovibrio magneticus RS-1
FO203427.1	3	20150227	1322246	Desulfovibrio piezophilus C1TLV30
CP001649.1	2	20131212	526222	Desulfovibrio salexigens DSM 2638
CP000527.1	6	20140515	391774	Desulfovibrio vulgaris DP4
CP002297.1	3	20140516	573059	Desulfovibrio vulgaris RCH1
CP001197.1	2	20131212	883	Desulfovibrio vulgaris str. 'Miyazaki F'
AE017285.1	9	20140515	882	Desulfovibrio vulgaris str. Hildenborough
CP007051.1	4	20140516	694431	Desulfurella acetivorans A63
CP002432.1	3	20130718	653733	Desulfurispirillum indicum S5
CP001940.1	4	20140515	589865	Desulfurivibrio alkaliphilus AHT2
CP002543.1	4	20150109	868864	Desulfurobacterium thermolithotrophum DSM 11699
CP000513.1	5	20140515	246195	Dichelobacter nodosus VCS1703A
CP002038.1	9	20140515	198628	Dickeya dadantii 3937
CP001836.1	5	20140515	590409	Dickeya dadantii Ech586
CP001654.1	6	20150314	579405	Dickeya dadantii Ech703
CP006929.1	1	20150108	1427366	Dickeya zeae EC1
CP001655.1	6	20150314	561229	Dickeya zeae Ech1591
CP001146.1	4	20140501	309799	Dictyoglomus thermophilum H-6-12
CP001251.1	2	20131212	515635	Dictyoglomus turgidum DSM 6724
CP000830.1	6	20140515	398580	Dinoroseobacter shibae DFL 12 = DSM 16493
CP002528.1	4	20111012	983548	Dokdonia sp. 4H-3-7-5
CP009301.1	2	20140918	313590	Dokdonia sp. MED134
CP007451.1	3	20140515	1168034	Draconibacterium orientale strain FH5T
CP001619.1	5	20140515	471854	Dyadobacter fermentans DSM 18053
CP008884.1	1	20140715	1217721	Dyella japonica A8
CP007444.1	1	20140501	1379159	Dyella jiangningensis strain SBZ 3-12
CP003346.1	3	20150109	926556	Echinicola vietnamensis DSM 17526
CP001600.2	8	20140515	634503	Edwardsiella ictaluri 93-146
CP004141.1	6	20140529	1288122	Edwardsiella piscicida C07-087
CP006664.1	1	20140815	667120	Edwardsiella tarda 080813
CP001135.1	4	20140515	498217	Edwardsiella tarda EIB202
CP002154.1	6	20140515	718251	Edwardsiella tarda FL6-60
CP001726.1	3	20131216	479437	Eggerthella lenta DSM 2243
AP012211.1	2	20110922	502558	Eggerthella sp. YY7918
CP000107.1	10	20140515	269484	Ehrlichia canis str. Jake
CP000236.1	6	20140515	205920	Ehrlichia chaffeensis str. Arkansas
CP007473.1	2	20140501	1249651	Ehrlichia chaffeensis str. Heartland
CP007475.1	2	20140501	1249652	Ehrlichia chaffeensis str. Jax
CP007476.1	2	20140501	1249653	Ehrlichia chaffeensis str. Liberty
CP007477.1	2	20140501	1249654	Ehrlichia chaffeensis str. Osceola
CP007478.1	2	20140501	1249655	Ehrlichia chaffeensis str. Saint Vincent
CP007479.1	2	20140501	1249656	Ehrlichia chaffeensis str. Wakulla
CP007480.1	2	20140501	1249650	Ehrlichia chaffeensis str. West Paces
CP006917.1	6	20140515	1423892	Ehrlichia muris AS145
CR925677.1	5	20150227	302409	Ehrlichia ruminantium str. Gardel
CR767821.1	7	20150206	254945	Ehrlichia ruminantium str. Welgevonden
CR925678.1	5	20150227	254945	Ehrlichia ruminantium str. Welgevonden
CP007474.1	2	20140501	391036	Ehrlichia sp. HF
CP001055.1	4	20131212	445932	Elusimicrobium minutum Pei191
CP002961.1	3	20150109	929562	Emticicia oligotrophica DSM 17448
CP004403.1	4	20141008	86106	Endosymbiont of Acanthamoeba sp. UWC8
CP006873.1	2	20141002	1415657	Endosymbiont of Llaveia axin axin
AP012978.1	2	20140118	1248727	Endosymbiont of unidentified scaly snail isolate Monju
FO203355.1	2	20150227	935296	Enterobacter aerogenes EA1509E
CP002824.1	6	20140515	1028307	Enterobacter aerogenes KCTC 2190
CP007546.1	4	20140626	1421338	Enterobacter asburiae L1
CP003026.1	2	20130718	640513	Enterobacter asburiae LF7a
CP009756.1	1	20141103	550	Enterobacter cloacae strain GGT036
CP010384.1	1	20150106	550	Enterobacter cloacae strain 34399
CP010376.1	1	20150106	550	Enterobacter cloacae strain 34977
CP010377.1	1	20150106	550	Enterobacter cloacae strain 34983
CP008823.1	2	20140801	1333850	Enterobacter cloacae ECNIH2
CP008897.1	2	20140924	1333851	Enterobacter cloacae ECNIH3
CP008905.1	2	20140924	1333849	Enterobacter cloacae ECR091
CP002886.1	4	20140516	1045856	Enterobacter cloacae EcWSU1
CP006580.1	3	20140501	1354030	Enterobacter cloacae P101
CP001918.1	5	20140515	716541	Enterobacter cloacae subsp. cloacae ATCC 13047
CP003737.1	5	20140515	1211025	Enterobacter cloacae subsp. cloacae ENHKU01
FP929040.1	6	20150227	718254	Enterobacter cloacae subsp. cloacae NCTC 9394 draft
CP003678.1	4	20150219	1104326	Enterobacter cloacae subsp. dissolvens SDM
CP002272.1	5	20130522	701347	Enterobacter lignolyticus SCF1
CP000653.1	9	20140515	399742	Enterobacter sp. 638
CP005991.1	5	20140515	1166130	Enterobacter sp. R4-368
CP004083.1	1	20150307	1265478	Enterobacteriaceae bacterium bta3-1
CP003938.1	6	20140516	693444	Enterobacteriaceae bacterium strain FGI 57
CP004856.1	2	20140822	565655	Enterococcus casseliflavus EC20
CP002491.1	5	20140515	936153	Enterococcus faecalis 62
CP003726.1	5	20140515	1206105	Enterococcus faecalis D32
CP004081.1	5	20141002	1287066	Enterococcus faecalis DENG1
CP002621.1	4	20140515	474186	Enterococcus faecalis OG1RF
HF558530.1	2	20150227	1261557	Enterococcus faecalis str. Symbioflor 1
AE016830.1	8	20140515	226185	Enterococcus faecalis V583
CP003351.1	6	20140516	1155766	Enterococcus faecium Aus0004
