"Species_Metadata","MDS_V1","MDS_V2","Description","Bacteria","Target","Phyla","Class","Min_Distance","Min_Name","Groups","Min_Groups"
"Candidatus_Pelagibacter_Proteobacteria_Alphaproteobacteria_Other",6.92435586576369,14.0682668531862,"Candidatus_Pelagibacter_Proteobacteria_Alphaproteobacteria_Other","C. Pelagibacter","Other","Proteobacteria","Alphaproteobacteria",39.56378,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Candidatus_Portiera_Proteobacteria_Gammaproteobacteria_Other",27.4546443727524,-12.2966874481139,"Candidatus_Portiera_Proteobacteria_Gammaproteobacteria_Other","C. Portiera","Other","Proteobacteria","Gammaproteobacteria",26.79291,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Profftella_Proteobacteria_Betaproteobacteria_Other",23.0200932365892,-9.09766191481082,"Candidatus_Profftella_Proteobacteria_Betaproteobacteria_Other","C. Profftella","Other","Proteobacteria","Betaproteobacteria",28.77366,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Candidatus_Protochlamydia_Chlamydiae_Parachlamydiales_Other",-4.66914830576972,1.4341282197083,"Candidatus_Protochlamydia_Chlamydiae_Parachlamydiales_Other","C. Protochlamydia","Other","Chlamydiae","Parachlamydiales",36.78461,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Puniceispirillum_Proteobacteria_Alphaproteobacteria_Other",10.2437078525991,19.4662601625526,"Candidatus_Puniceispirillum_Proteobacteria_Alphaproteobacteria_Other","C. Puniceispirillum","Other","Proteobacteria","Alphaproteobacteria",37.41612,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Candidatus_Rickettsia_Proteobacteria_Alphaproteobacteria_Other",9.27319740537026,17.349363441428,"Candidatus_Rickettsia_Proteobacteria_Alphaproteobacteria_Other","C. Rickettsia","Other","Proteobacteria","Alphaproteobacteria",38.73131,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Candidatus_Riesia_Proteobacteria_Gammaproteobacteria_Other",29.9789313508914,-13.6629516705268,"Candidatus_Riesia_Proteobacteria_Gammaproteobacteria_Other","C. Riesia","Other","Proteobacteria","Gammaproteobacteria",21.49821,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Ruthia_Proteobacteria_Gammaproteobacteria_Other",19.402303564075,-7.28261873171906,"Candidatus_Ruthia_Proteobacteria_Gammaproteobacteria_Other","C. Ruthia","Other","Proteobacteria","Gammaproteobacteria",22.70558,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Saccharimonas_CandidatusSaccharibacteria_CandidatusSaccharimonas_Other",-3.17111956964841,0.442163012994279,"Candidatus_Saccharimonas_CandidatusSaccharibacteria_CandidatusSaccharimonas_Other","C. Saccharimonas","Other","CandidatusSaccharibacteria","CandidatusSaccharimonas",37.58605,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Sodalis_Proteobacteria_Gammaproteobacteria_Other",20.445124523092,-7.968178419184,"Candidatus_Sodalis_Proteobacteria_Gammaproteobacteria_Other","C. Sodalis","Other","Proteobacteria","Gammaproteobacteria",2.96601,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Candidatus_Solibacter_Acidobacteria_Bryobacterales_Other",-6.95014896531564,1.26203123113029,"Candidatus_Solibacter_Acidobacteria_Bryobacterales_Other","C. Solibacter","Other","Acidobacteria","Bryobacterales",30.84646,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Candidatus_Sulfuricurvum_Proteobacteria_Epsilonproteobacteria_Other",1.75014968172253,0.31463987958969,"Candidatus_Sulfuricurvum_Proteobacteria_Epsilonproteobacteria_Other","C. Sulfuricurvum","Other","Proteobacteria","Epsilonproteobacteria",41.34773,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Candidatus_Symbiobacter_Proteobacteria_Betaproteobacteria_Other",20.8794946607024,-8.15770748963794,"Candidatus_Symbiobacter_Proteobacteria_Betaproteobacteria_Other","C. Symbiobacter","Other","Proteobacteria","Betaproteobacteria",26.42535,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Candidatus_Vesicomyosocius_Proteobacteria_Gammaproteobacteria_Other",19.8810516329799,-7.57307926975439,"Candidatus_Vesicomyosocius_Proteobacteria_Gammaproteobacteria_Other","C. Vesicomyosocius","Other","Proteobacteria","Gammaproteobacteria",23.53656,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Capnocytophaga_canimorsus_Bacteroidetes_Flavobacteriia_Pathogenic",-7.95510698829184,9.23366931324634,"Capnocytophaga_canimorsus_Bacteroidetes_Flavobacteriia_Pathogenic","C. canimorsus","Pathogenic","Bacteroidetes","Flavobacteriia",7.80924,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Capnocytophaga_ochracea_Bacteroidetes_Flavobacteriia_Other",-8.09226171445607,9.36102916856218,"Capnocytophaga_ochracea_Bacteroidetes_Flavobacteriia_Other","C. ochracea","Other","Bacteroidetes","Flavobacteriia",8.59209,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Carboxydothermus_hydrogenoformans_Firmicutes_Clostridia_Other",-8.99964648518105,1.57621234700554,"Carboxydothermus_hydrogenoformans_Firmicutes_Clostridia_Other","C. hydrogenoformans","Other","Firmicutes","Clostridia",22.17543,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Cardinium_endosymbiont_Bacteroidetes_Cytophagia_Other",-9.92455105048498,9.33548890133925,"Cardinium_endosymbiont_Bacteroidetes_Cytophagia_Other","C. endosymbiont","Other","Bacteroidetes","Cytophagia",29.2413,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Carnobacterium_maltaromaticum_Firmicutes_Bacilli_Other",-10.1859862156002,3.83440231984871,"Carnobacterium_maltaromaticum_Firmicutes_Bacilli_Other","C. maltaromaticum","Other","Firmicutes","Bacilli",8.17925,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Carnobacterium_sp._Firmicutes_Bacilli_Other",-10.432361732399,3.82537432202728,"Carnobacterium_sp._Firmicutes_Bacilli_Other","C. sp.","Other","Firmicutes","Bacilli",8.40781,"Enterococcus_faecalis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Catenulispora_acidiphila_Actinobacteria_Catenulisporales_Other",-15.8139247403195,-13.1013302520149,"Catenulispora_acidiphila_Actinobacteria_Catenulisporales_Other","C. acidiphila","Other","Actinobacteria","Catenulisporales",16.03072,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Caulobacter_crescentus_Proteobacteria_Alphaproteobacteria_Other",9.03120206600854,21.1213508922894,"Caulobacter_crescentus_Proteobacteria_Alphaproteobacteria_Other","C. crescentus","Other","Proteobacteria","Alphaproteobacteria",38.84114,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Caulobacter_segnis_Proteobacteria_Alphaproteobacteria_Other",9.06081164745105,21.1772367655828,"Caulobacter_segnis_Proteobacteria_Alphaproteobacteria_Other","C. segnis","Other","Proteobacteria","Alphaproteobacteria",38.94889,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Caulobacter_sp._Proteobacteria_Alphaproteobacteria_Other",9.06702915990309,21.1889470607024,"Caulobacter_sp._Proteobacteria_Alphaproteobacteria_Other","C. sp.","Other","Proteobacteria","Alphaproteobacteria",38.97149,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Cedecea_neteri_Proteobacteria_Gammaproteobacteria_Other",19.9426664119932,-7.64582142981758,"Cedecea_neteri_Proteobacteria_Gammaproteobacteria_Other","C. neteri","Other","Proteobacteria","Gammaproteobacteria",1.57182,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Celeribacter_indicus_Proteobacteria_Alphaproteobacteria_Other",8.86624832223471,20.9719434354798,"Celeribacter_indicus_Proteobacteria_Alphaproteobacteria_Other","C. indicus","Other","Proteobacteria","Alphaproteobacteria",37.8624,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Cellulomonas_fimi_Actinobacteria_Micrococcales_Other",-15.638441051616,-12.2345289174754,"Cellulomonas_fimi_Actinobacteria_Micrococcales_Other","C. fimi","Other","Actinobacteria","Micrococcales",15.00313,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Cellulomonas_flavigena_Actinobacteria_Micrococcales_Other",-15.8547024428969,-12.5117858185055,"Cellulomonas_flavigena_Actinobacteria_Micrococcales_Other","C. flavigena","Other","Actinobacteria","Micrococcales",15.48787,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Cellulophaga_algicola_Bacteroidetes_Flavobacteriia_Other",-8.24875900947433,9.53311674145203,"Cellulophaga_algicola_Bacteroidetes_Flavobacteriia_Other","C. algicola","Other","Bacteroidetes","Flavobacteriia",9.34117,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Cellulophaga_baltica_Bacteroidetes_Flavobacteriia_Other",-8.21745622696912,9.50360544315497,"Cellulophaga_baltica_Bacteroidetes_Flavobacteriia_Other","C. baltica","Other","Bacteroidetes","Flavobacteriia",9.15787,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Cellulophaga_lytica_Bacteroidetes_Flavobacteriia_Other",-8.18869087617444,9.4783694852273,"Cellulophaga_lytica_Bacteroidetes_Flavobacteriia_Other","C. lytica","Other","Bacteroidetes","Flavobacteriia",8.99425,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Cellvibrio_gilvus_Actinobacteria_Micrococcales_Other",-15.6944129258067,-12.3062777454176,"Cellvibrio_gilvus_Actinobacteria_Micrococcales_Other","C. gilvus","Other","Actinobacteria","Micrococcales",15.12865,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Cellvibrio_japonicus_Proteobacteria_Gammaproteobacteria_Other",19.1172887293763,-7.22364105209706,"Cellvibrio_japonicus_Proteobacteria_Gammaproteobacteria_Other","C. japonicus","Other","Proteobacteria","Gammaproteobacteria",9.61941,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Chamaesiphon_minutus_Cyanobacteria_Synechococcales_Other",-7.99637502122975,-2.28219680300439,"Chamaesiphon_minutus_Cyanobacteria_Synechococcales_Other","C. minutus","Other","Cyanobacteria","Synechococcales",30.38327,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chelativorans_sp._Proteobacteria_Alphaproteobacteria_Other",9.09873153354108,21.257619439475,"Chelativorans_sp._Proteobacteria_Alphaproteobacteria_Other","C. sp.","Other","Proteobacteria","Alphaproteobacteria",37.66434,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Chitinophaga_pinensis_Bacteroidetes_Chitinophagia_Other",-8.55304346626576,8.55118753649511,"Chitinophaga_pinensis_Bacteroidetes_Chitinophagia_Other","C. pinensis","Other","Bacteroidetes","Chitinophagia",25.22679,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Chlamydia_avium_Chlamydiae_Chlamydiales_Other",-5.49590305706559,0.275822479666042,"Chlamydia_avium_Chlamydiae_Chlamydiales_Other","C. avium","Other","Chlamydiae","Chlamydiales",39.14582,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydia_muridarum_Chlamydiae_Chlamydiales_Other",-5.5863314829255,0.181065546107212,"Chlamydia_muridarum_Chlamydiae_Chlamydiales_Other","C. muridarum","Other","Chlamydiae","Chlamydiales",40.16699,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydia_pecorum_Chlamydiae_Chlamydiales_Other",-5.61361690243277,0.152513847749539,"Chlamydia_pecorum_Chlamydiae_Chlamydiales_Other","C. pecorum","Other","Chlamydiae","Chlamydiales",40.47466,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydia_psittaci_Chlamydiae_Chlamydiales_Other",-5.56591056109794,0.203189932465634,"Chlamydia_psittaci_Chlamydiae_Chlamydiales_Other","C. psittaci","Other","Chlamydiae","Chlamydiales",39.92907,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydia_trachomatis_Chlamydiae_Chlamydiales_Pathogenic",-5.59404319022616,0.172933287792705,"Chlamydia_trachomatis_Chlamydiae_Chlamydiales_Pathogenic","C. trachomatis","Pathogenic","Chlamydiae","Chlamydiales",40.2546,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydophila_abortus_Chlamydiae_Chlamydiales_Other",-5.56047843926449,0.208825132164575,"Chlamydophila_abortus_Chlamydiae_Chlamydiales_Other","C. abortus","Other","Chlamydiae","Chlamydiales",39.8683,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydophila_caviae_Chlamydiae_Chlamydiales_Other",-5.582501704479,0.185738010752875,"Chlamydophila_caviae_Chlamydiae_Chlamydiales_Other","C. caviae","Other","Chlamydiae","Chlamydiales",40.11712,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydophila_felis_Chlamydiae_Chlamydiales_Other",-5.56369540354116,0.205405325458595,"Chlamydophila_felis_Chlamydiae_Chlamydiales_Other","C. felis","Other","Chlamydiae","Chlamydiales",39.90513,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlamydophila_pecorum_Chlamydiae_Chlamydiales_Other",-5.61474436607774,0.151329708043267,"Chlamydophila_pecorum_Chlamydiae_Chlamydiales_Other","C. pecorum","Other","Chlamydiae","Chlamydiales",40.48742,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chloracidobacterium_thermophilum_Acidobacteria_Blastocatellia_Other",-4.16555121637306,1.83126642178942,"Chloracidobacterium_thermophilum_Acidobacteria_Blastocatellia_Other","C. thermophilum","Other","Acidobacteria","Blastocatellia",35.60237,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chlorobaculum_parvum_Chlorobi_Chlorobia_Other",-6.71984452731421,6.77507242797077,"Chlorobaculum_parvum_Chlorobi_Chlorobia_Other","C. parvum","Other","Chlorobi","Chlorobia",36.30523,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chlorobium_chlorochromatii_Chlorobi_Chlorobia_Other",-6.94362636362582,6.92108014631997,"Chlorobium_chlorochromatii_Chlorobi_Chlorobia_Other","C. chlorochromatii","Other","Chlorobi","Chlorobia",38.25134,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chlorobium_limicola_Chlorobi_Chlorobia_Other",-6.85526489595587,6.87683759628709,"Chlorobium_limicola_Chlorobi_Chlorobia_Other","C. limicola","Other","Chlorobi","Chlorobia",37.52001,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chlorobium_luteolum_Chlorobi_Chlorobia_Other",-6.89714087886487,6.89794163741074,"Chlorobium_luteolum_Chlorobi_Chlorobia_Other","C. luteolum","Other","Chlorobi","Chlorobia",37.8616,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chlorobium_phaeobacteroides_Chlorobi_Chlorobia_Other",-6.85449746624227,6.87549990303076,"Chlorobium_phaeobacteroides_Chlorobi_Chlorobia_Other","C. phaeobacteroides","Other","Chlorobi","Chlorobia",37.52072,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chlorobium_phaeovibrioides_Chlorobi_Chlorobia_Other",-6.91426968360284,6.90663610876503,"Chlorobium_phaeovibrioides_Chlorobi_Chlorobia_Other","C. phaeovibrioides","Other","Chlorobi","Chlorobia",38.00595,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chlorobium_tepidum_Chlorobi_Chlorobia_Other",-6.76232145407957,6.79614617889832,"Chlorobium_tepidum_Chlorobi_Chlorobia_Other","C. tepidum","Other","Chlorobi","Chlorobia",36.65429,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chloroflexus_aggregans_Chloroflexi_Chloroflexia_Other",-9.74110868168275,1.02646184926763,"Chloroflexus_aggregans_Chloroflexi_Chloroflexia_Other","C. aggregans","Other","Chloroflexi","Chloroflexia",28.5763,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chloroflexus_aurantiacus_Chloroflexi_Chloroflexia_Other",-9.82114888898648,0.994387001174175,"Chloroflexus_aurantiacus_Chloroflexi_Chloroflexia_Other","C. aurantiacus","Other","Chloroflexi","Chloroflexia",28.94068,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chloroflexus_sp._Chloroflexi_Chloroflexia_Other",-9.82092249209813,0.994478860465063,"Chloroflexus_sp._Chloroflexi_Chloroflexia_Other","C. sp.","Other","Chloroflexi","Chloroflexia",28.93964,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Chloroherpeton_thalassium_Chlorobi_Chlorobia_Other",-6.14432878177397,6.3817295426609,"Chloroherpeton_thalassium_Chlorobi_Chlorobia_Other","C. thalassium","Other","Chlorobi","Chlorobia",36.45849,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Others","Others"
"Chromobacterium_violaceum_Proteobacteria_Betaproteobacteria_Other",18.8474130806155,-6.94465232174605,"Chromobacterium_violaceum_Proteobacteria_Betaproteobacteria_Other","C. violaceum","Other","Proteobacteria","Betaproteobacteria",22.54603,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Chromohalobacter_salexigens_Proteobacteria_Gammaproteobacteria_Other",18.9855090815302,-7.17168186846141,"Chromohalobacter_salexigens_Proteobacteria_Gammaproteobacteria_Other","C. salexigens","Other","Proteobacteria","Gammaproteobacteria",11.37809,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Chroococcidiopsis_thermalis_Cyanobacteria_Chroococcidiopsidales_Other",-7.66198942787451,-1.94677298591553,"Chroococcidiopsis_thermalis_Cyanobacteria_Chroococcidiopsidales_Other","C. thermalis","Other","Cyanobacteria","Chroococcidiopsidales",28.45236,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
